,name,address,lat,lon,coordinates,rating
43,Tamago-En,Tamago-En - Vivo City,1.264733217420428,103.82178143098184,"[1.264733217420428, 103.82178143098184]",5.0
44,Watsons,Watsons - Resort World Sentosa,1.2560417,103.82082167162108,"[1.2560417, 103.82082167162108]",4.0
45,BreadTalk,Breadtalk - Vivo City,1.26471932,103.82173340602058,"[1.26471932, 103.82173340602058]",4.4
46,innisfree,innisfree - Vivo City,1.2647907,103.82191229627313,"[1.2647907, 103.82191229627313]",5.0
47,Pet Lovers Centre,Pet Lovers Centre - VivoCity,1.26507360894666,103.822734927808,"[1.26507360894666, 103.822734927808]",
48,Akimitsu,Akimitsu - VivoCity,1.2636536833333332,103.8232694,"[1.2636536833333332, 103.8232694]",4.5
49,Pizzakaya,Pizzakaya - Vivo City,1.2635233,103.8216938,"[1.2635233, 103.8216938]",4.7
50,Barossa Bar & Grill,Barossa Bar & Grill - Vivo City,1.265001603,103.8227093,"[1.265001603, 103.8227093]",
51,SF Fruits & Juices,SF Fruits & Juices - Vivo City,1.2647901,103.8221117,"[1.2647901, 103.8221117]",4.3
52,Unity,Unity - Vivocity,1.26408665,103.82306004285714,"[1.26408665, 103.82306004285714]",4.6
53,Crystal Jade Dining In,Crystal Jade Dining In - VivoCity,1.2635574333333333,103.8223703,"[1.2635574333333333, 103.8223703]",4.6
54,Tajimaya Yakiniku,Tajimaya Yakiniku - Vivocity,1.2636283,103.8228579,"[1.2636283, 103.8228579]",2.7
55,Penang Culture,Penang Culture - Vivocity [Islandwide Delivery],1.264993158679772,103.82195792949648,"[1.264993158679772, 103.82195792949648]",4.1
56,Rive Gauche,Rive Gauche - Vivo City,1.2647812,103.8220022,"[1.2647812, 103.8220022]",5.0
57,The Body Shop,The Body Shop - Vivocity,1.2650363437141436,103.82276817417392,"[1.2650363437141436, 103.82276817417392]",4.8
58,Pad Thai Guy,Pad Thai Guy - Vivo City,1.2643051,103.8223088,"[1.2643051, 103.8223088]",2.0
59,Tsuta Japanese Soba Noodles,Tsuta Japanese Soba Noodles - Vivocity,1.2647785,103.8220255,"[1.2647785, 103.8220255]",3.5
60,E-Veg,E-Veg - Harbourfront,1.2646473,103.8212857,"[1.2646473, 103.8212857]",4.4
61,Ah Mah Homemade Cake,Ah Mah Homemade Cake - VivoCity,1.26507360894666,103.822734927808,"[1.26507360894666, 103.822734927808]",4.5
62,Eureka Popcorn,Eureka Popcorn - Vivocity,1.2648009,103.82226062727273,"[1.2648009, 103.82226062727273]",4.6
63,Li Xin Teochew Fishball Noodles,Li Xin Teochew Fishball Noodles - Vivo City,1.2646182103449777,103.82119718606292,"[1.2646182103449777, 103.82119718606292]",2.5
64,Tree Side Nasi Lemak,Tree Side Nasi Lemak - Vivo City,1.2643051,103.8223088,"[1.2643051, 103.8223088]",
65,Chai's Fish Soup,Chai's Fish Soup - Vivo City,1.2645466594357089,103.821195051036,"[1.2645466594357089, 103.821195051036]",3.4
66,Japanese Cuisine,Japanese Cuisine - Vivocity,1.26467666875,103.8212361,"[1.26467666875, 103.8212361]",4.4
67,Afuri,Afuri - Vivo City,1.263612595,103.821174,"[1.263612595, 103.821174]",3.5
68,Mrs Pho,Mrs Pho - Vivocity,1.2648186378877426,103.8214929473922,"[1.2648186378877426, 103.8214929473922]",4.1
69,Don Don DonKi,Don Don Donki - HarbourFront Centre [Islandwide Delivery],1.2635579,103.8201356,"[1.2635579, 103.8201356]",4.6
70,Beef Bro,Beef Bro - Vivo City,1.2649540806259123,103.82144540502144,"[1.2649540806259123, 103.82144540502144]",4.0
71,Penyet King,Penyet King - Vivocity,1.2646858,103.8212547338402,"[1.2646858, 103.8212547338402]",4.0
72,Zi Jia Yong Tau Foo,Zi Jia Yong Tau Foo - Vivocity,1.2646524375,103.821129675,"[1.2646524375, 103.821129675]",4.4
73,Ola Beach Club,Ola Beach Club - Ola Beach Club,1.251185,103.8179388,"[1.251185, 103.8179388]",
74,Choco Express,Choco Express - Harbourfront Centre,1.2639337850572876,103.8200996,"[1.2639337850572876, 103.8200996]",4.7
75,Fragrance,Fragrance - Vivo City,1.2644487863924028,103.82221246420548,"[1.2644487863924028, 103.82221246420548]",4.8
76,Dunkin' Donuts,Dunkin' Donuts - Harbourfront Centre,1.2643298021199598,103.82011687924592,"[1.2643298021199598, 103.82011687924592]",4.6
77,Candylicious,Candylicious - Resorts World Sentosa [Islandwide Delivery],1.256744298153796,103.820535,"[1.256744298153796, 103.820535]",4.7
78,Dancing Crab,Dancing Crab - VivoCity,1.2636804,103.82128395,"[1.2636804, 103.82128395]",4.3
79,Sakana Burritos,Sakana Burritos - Harbourfront Centre,1.2647647821794863,103.82021044693876,"[1.2647647821794863, 103.82021044693876]",5.0
80,Teppanyaki Omu Curry Rice & Donburi,Teppanyaki Omu Curry Rice & Donburi - Vivocity,1.264641,103.821266,"[1.264641, 103.821266]",4.0
81,Pangat Indian Cuisine,Pangat Indian Cuisine - Vivocity,1.2646186,103.82117581686336,"[1.2646186, 103.82117581686336]",4.1
82,The Coffee Bean & Tea Leaf,The Coffee Bean & Tea Leaf - Vivocity,1.2649063812103662,103.82184847650764,"[1.2649063812103662, 103.82184847650764]",4.4
83,Gyoza Gai,Gyoza Gai - Harbourfront Centre,1.2647774,103.8201715,"[1.2647774, 103.8201715]",5.0
84,Thai Ai Ai,Thai Ai Ai - Vivo City,1.2643051,103.8223088,"[1.2643051, 103.8223088]",
85,OleOle,OleOle - Harbourfront Centre,1.2649961710425954,103.82035938484847,"[1.2649961710425954, 103.82035938484847]",5.0
86,Le Faubourg,Le Faubourg - Gunner Lane,1.2523899,103.8212138,"[1.2523899, 103.8212138]",
87,The Soup Spoon,The Soup Spoon - Harbourfront Centre,1.264274165113477,103.82019676918742,"[1.264274165113477, 103.82019676918742]",4.4
88,Mala Xiang Guo Mao Cai,Mala Xiang Guo Mao Cai - VivoCity,1.2646359,103.8211736,"[1.2646359, 103.8211736]",3.7
89,Korean Cuisine,Korean Cuisine - VivoCity,1.2647564549007626,103.82147065832208,"[1.2647564549007626, 103.82147065832208]",4.2
90,KOI The,KOI The - VivoCity,1.2648450129111382,103.82126472025004,"[1.2648450129111382, 103.82126472025004]",4.8
91,Beryl's,Beryl's - Harbourfront Centre,1.2647713333333332,103.82001019166668,"[1.2647713333333332, 103.82001019166668]",
92,Pho Vietnam,Pho Vietnam - Vivocity,1.2646911147433997,103.82131125659907,"[1.2646911147433997, 103.82131125659907]",4.4
93,Siam Delicacies,Siam Delicacies - Vivo,1.26465388170611,103.8213428013308,"[1.26465388170611, 103.8213428013308]",4.2
94,KFC,KFC - Harbourfront Centre,1.265112280845642,103.8200324,"[1.265112280845642, 103.8200324]",4.2
95,PastaMania,PastaMania - Harbourfront Centre,1.2641799649646828,103.82015703955562,"[1.2641799649646828, 103.82015703955562]",4.3
96,Qi Ji,Qi Ji - Harbourfront Centre,1.2636727252474884,103.82008210058632,"[1.2636727252474884, 103.82008210058632]",4.5
97,Ramen Hitoyoshi,Ramen Hitoyoshi - Harbourfront Centre,1.264568325,103.82015518292684,"[1.264568325, 103.82015518292684]",4.6
98,MOS Burger,MOS Burger - Harbourfront Centre,1.264458504744649,103.82019433,"[1.264458504744649, 103.82019433]",4.3
99,Butter Bean,Butter Bean - Vivo City,1.2650405990377465,103.82162332219036,"[1.2650405990377465, 103.82162332219036]",4.5
100,Juk Story,Juk Story - Harbourfront Centre,1.26508654314049,103.819863929222,"[1.26508654314049, 103.819863929222]",
101,Cheers (FairPrice Xpress),Cheers (FairPrice Xpress) - VivoCity,1.2653364289618452,103.8223122525228,"[1.2653364289618452, 103.8223122525228]",4.8
102,Simply Wrapps,Simply Wrapps - Habourfront Centre,1.2647053,103.82012061764704,"[1.2647053, 103.82012061764704]",4.3
103,Jian Bo Tiong Bahru Shui Kueh,Jian Bo Tiong Bahru Shui Kueh - Harbourfront Centre,1.2648663,103.8202786,"[1.2648663, 103.8202786]",4.4
104,Jia Xiang Sarawak Kolo Mee,Jia Xiang Sarawak Kolo Mee - Vivocity,1.2648005554454045,103.82097761772388,"[1.2648005554454045, 103.82097761772388]",4.5
105,Aspirasi Chicken Rice,Aspirasi Chicken Rice - Seah Im Food Centre,1.2663042,103.8194103,"[1.2663042, 103.8194103]",4.3
106,Seoul Garden Hot Pot,Seoul Garden Hot Pot - Harbourfront Centre,1.2648091689492134,103.82017991932696,"[1.2648091689492134, 103.82017991932696]",4.4
107,Arbora Garden and Bistro,Arbora Garden and Bistro - Faber Peak,1.2713359,103.81932634232888,"[1.2713359, 103.81932634232888]",5.0
108,Juiceland,Juiceland - Harbourfront Centre,1.26471053090672,103.82008666666668,"[1.26471053090672, 103.82008666666668]",4.4
109,Tuk Tuk Cha,Tuk Tuk Cha - HarbourFront Centre,1.264859052134241,103.82017240886108,"[1.264859052134241, 103.82017240886108]",4.3
110,Umi's Spices Nasi Padang @ Bagus,Umi's Spices Nasi Padang @ Bagus - Harbourfront Centre,1.264400164052475,103.82026302670556,"[1.264400164052475, 103.82026302670556]",4.5
111,Yuan Ji Roasted Delights,Yuan Ji Roasted Delights - Bukit Purmei Road,1.2740054,103.82572212666663,"[1.2740054, 103.82572212666663]",3.8
112,Starbucks,Starbucks - Harbourfront Centre,1.2647893,103.820107,"[1.2647893, 103.820107]",4.6
113,Bee Cheng Hiang,Bee Cheng Hiang - Harbourfront Centre,1.265113723947371,103.8201666,"[1.265113723947371, 103.8201666]",4.6
114,Hitoyoshi Yoshi Sushi,Hitoyoshi Yoshi Sushi - Harbourfront Centre,1.2647107,103.8201913501474,"[1.2647107, 103.8201913501474]",4.1
115,Nature Vegetarian Cuisine,Nature Vegetarian Cuisine - Bukit Purmei Road,1.2747494,103.8263985,"[1.2747494, 103.8263985]",4.6
116,Heavenly Wang,Heavenly Wang - Harbourfront Centre,1.2649665,103.8197654,"[1.2649665, 103.8197654]",5.0
117,Yoshinoya,Yoshinoya - Harbourfront Centre,1.2647490999958937,103.8201391,"[1.2647490999958937, 103.8201391]",4.4
118,Crave,Crave - Harbourfront Centre,1.2651054588663726,103.82031739602866,"[1.2651054588663726, 103.82031739602866]",4.4
119,The Pup's Boutique,The Pup's Boutique - Silat Avenue,1.27722,103.83106,"[1.27722, 103.83106]",
120,Hao jia Ban Mian,Hao Jia Ban Mian - Habourfront Centre,1.2637968,103.820219,"[1.2637968, 103.820219]",3.5
121,Dragon Bowl Z,Dragon Bowl Z - Harbourfront Centre,1.2653122,103.82078872222222,"[1.2653122, 103.82078872222222]",
122,La Takorea,La Takorea Korean-Mexican Cuisine - Harbourfront Centre,1.26508654314049,103.819863929222,"[1.26508654314049, 103.819863929222]",4.4
123,Devil Chilli Mala Hot Pot,Devil Chilli Mala Hot Pot - VivoCity,1.26464,103.821132,"[1.26464, 103.821132]",3.7
124,Harry's,Harry's - Harbourfront,1.2650626,103.81995974444445,"[1.2650626, 103.81995974444445]",4.0
125,Co+Nut+Ink,Co+Nut+Ink - Siloso Point Station,1.2573624,103.81119781785108,"[1.2573624, 103.81119781785108]",4.6
126,Each A Cup,Each A Cup - Jalan Bukit Merah,1.27766882756842,103.830874898148,"[1.27766882756842, 103.830874898148]",5.0
127,Song Fa Bak Kut Teh,Song Fa Bak Kut Teh - Harbourfront Centre,1.264832,103.82013346128326,"[1.264832, 103.82013346128326]",4.7
128,Ya Kun Kaya Toast,Ya Kun Kaya Toast - Harbourfront Centre,1.2651328698642743,103.82009936379184,"[1.2651328698642743, 103.82009936379184]",4.1
129,Lao He Ji,Lao He Ji - Vivo City,1.2646790576448552,103.82097699654072,"[1.2646790576448552, 103.82097699654072]",4.0
130,TwoHana,TwoHana - Harbourfront Centre,1.26508654314049,103.819863929222,"[1.26508654314049, 103.819863929222]",
131,Panamericana,Panamericana - Sentosa Golf Club ,1.243977587600785,103.82910886052908,"[1.243977587600785, 103.82910886052908]",4.7
132,Baskin Robbins,Baskin Robbins - Harbourfront Centre,1.2642309214142038,103.82019447609096,"[1.2642309214142038, 103.82019447609096]",4.6
133,Daniu Teochew Seafood Restuarant,Daniu Teochew Seafood Restuarant - Kampong Bahru Road,1.27654,103.835979,"[1.27654, 103.835979]",1.5
134,Prive Keppel Bay,Prive Keppel Bay - Marina @ Keppel Bay,1.2640233,103.81255120936562,"[1.2640233, 103.81255120936562]",4.4
135,Char Grill Bar,Char Grill Bar - Telok Blangah Crescent,1.277410313,103.8200689,"[1.277410313, 103.8200689]",3.9
136,Poke Nachos,Poke Nachos - Harbourfront Centre,1.2644927,103.8201964,"[1.2644927, 103.8201964]",2.0
137,Yi Jia Feng Wei,Yi Jia Feng Wei - Bukit Permei Ville,1.2740044,103.8258309511766,"[1.2740044, 103.8258309511766]",4.3
138,McDonald's,McDonald's - HarbourFront Center,1.2648520469665523,103.82027000188826,"[1.2648520469665523, 103.82027000188826]",4.4
139,Jalan Tua Kong Ya Lim Mee Pok,Jalan Tua Kong Ya Lim Mee Pok - Telok Blangah Crescent,1.277626309689893,103.81970780919528,"[1.277626309689893, 103.81970780919528]",4.1
140,Chef Icon Nature Bakery,Chef Icon Nature Bakery - Kampong Bahru Road,1.2772851,103.8368752,"[1.2772851, 103.8368752]",4.7
141,Fuel Plus,Fuel Plus - Morse Road,1.2696302,103.8148563,"[1.2696302, 103.8148563]",4.4
142,EAT.,EAT. - Harbourfront Centre,1.2649057,103.8202942,"[1.2649057, 103.8202942]",4.3
143,Alfa H Mart,Alfa H Mart - The Pinnacle @ Duxton,1.2754867888888888,103.84102881111112,"[1.2754867888888888, 103.84102881111112]",5.0
144,Kekito Low Carb and Keto,Kekito Low Carb &  Keto - Everton Park,1.27705385592198,103.838590160427,"[1.27705385592198, 103.838590160427]",3.0
145,Wang Nasi Lemak Kukus,Wang Nasi Lemak Kukus - Safra Clubhouse (Mount Faber),1.2775795714285714,103.81737056572383,"[1.2775795714285714, 103.81737056572383]",4.3
146,Guo Chang Mala Hotpot Zhi Char,Guo Chang Mala Hotpot Zhi Char - Everton Park,1.277036,103.8392459,"[1.277036, 103.8392459]",5.0
147,GNC,GNC - Harbour Front Centre,1.26479845,103.8201165,"[1.26479845, 103.8201165]",
148,Morettino Italian Cafe & Bistro,Morettino Italian Cafe & Bistro - 100 AM Mall,1.274593605245832,103.84338012173752,"[1.274593605245832, 103.84338012173752]",3.2
149,Kraftwich by Swissbake,Kraftwich by Swissbake - Harbourfront Centre,1.2649583333333332,103.8201095,"[1.2649583333333332, 103.8201095]",4.4
150,Steamed Treasures,Steamed Treasures - Harbourfront Centre,1.26499332514385,103.819873451343,"[1.26499332514385, 103.819873451343]",
151,SG Eat Food Court,SG Eat Food Court - 100 AM,1.27467005,103.84342985,"[1.27467005, 103.84342985]",4.2
152,Little Part 1 Cafe,Little Part 1 Cafe - Blair Road,1.2757997,103.83570738,"[1.2757997, 103.83570738]",4.6
153,Melvados,Melvados - Harbourfront Centre,1.26508654314049,103.819863929222,"[1.26508654314049, 103.819863929222]",5.0
154,55 Degree Celsius,55 Degree Celsius - Harbourfront Centre,1.26508654314049,103.819863929222,"[1.26508654314049, 103.819863929222]",
155,Az Zumar Drink Stall,Az Zumar Drink Stall - Seah Im Food Centre,1.266324,103.8193962,"[1.266324, 103.8193962]",4.4
156,Teck Neo Peranakan Restaurant,Teck Neo Peranakan Restaurant - Telok Blangah Rise,1.2729439,103.82244296666669,"[1.2729439, 103.82244296666669]",4.3
157,Sip N' Lick,Sip N' Lick - Bukit Purmei Ville,1.2739849901474,103.82540756169,"[1.2739849901474, 103.82540756169]",3.0
158,Simply Thai Mookata,Simply Thai Mookata - Tanjong Pagar Complex,1.2719454,103.8424175,"[1.2719454, 103.8424175]",
159,San Laksa Steamboat,San Laksa Steamboat - Telok Blangah Road,1.2696377,103.8137392,"[1.2696377, 103.8137392]",4.8
160,Ann's Gourmet Place,Ann's Gourmet Place - Tanjong Pagar Complex,1.2719732,103.84273834203496,"[1.2719732, 103.84273834203496]",4.5
161,Mr Bean,Mr Bean - Singapore General Hospital,1.2793724,103.83531735,"[1.2793724, 103.83531735]",4.0
162,Seah Im Fish Porridge & Yong Tao Foo,Seah Im Fish Porridge & Yong Tao Foo - Seah Im Food Centre,1.2664655,103.8192675,"[1.2664655, 103.8192675]",
163,Ya,Ya-mahyuddin Al-jailani Restaurant - Kampong Bahru Road,1.2761408,103.83541069,"[1.2761408, 103.83541069]",3.9
164,Xin Hao Wei Seafood,Xin Hao Wei Seafood - Kim Tian Vista,1.280718000580091,103.8281216235294,"[1.280718000580091, 103.8281216235294]",4.6
165,Skirt,Skirt - W Singapore Sentosa Cove [Islandwide Delivery],1.2464016333333334,103.8423954,"[1.2464016333333334, 103.8423954]",4.0
166,The Kitchen Table,The Kitchen Table - W Singapore Sentosa Cove,1.246307011,103.8423332,"[1.246307011, 103.8423332]",5.0
167,Round Boy Roasters,Round Boy Roasters - Jalan Bukit Merah,1.27766882756842,103.830874898148,"[1.27766882756842, 103.830874898148]",
168,Oh Some Bowls,Oh Some Bowls - Tanjong Pagar Plaza,1.27547482,103.84289365,"[1.27547482, 103.84289365]",4.5
169,@3,@3 - Kampong Bahru Road,1.2765941093862,103.835871834728,"[1.2765941093862, 103.835871834728]",5.0
170,Kopomall,Kopomall - Telok Blangah Rise [Islandwide Delivery],1.27301145237614,103.820355635293,"[1.27301145237614, 103.820355635293]",
171,Kimly Dim Sum,Kimly Dim Sum - Telok Blangah Crescent,1.2770619,103.81919883201256,"[1.2770619, 103.81919883201256]",4.4
172,Lakshimi Vilas Restaurant,Lakshimi Vilas Restaurant - Morse Road,1.2695833,103.8149494,"[1.2695833, 103.8149494]",3.8
173,JED's,JED's - Cantonment Road,1.2755019328516006,103.84307866356464,"[1.2755019328516006, 103.84307866356464]",5.0
174,Zhou Ji Ban Mian,Zhou Ji Ban Mian - Telok Blangah Crescent,1.2771015176470588,103.81919535,"[1.2771015176470588, 103.81919535]",2.9
175,Bismillah Biryani,Bismillah Biryani - Shenton Way,1.2734491,103.8459211,"[1.2734491, 103.8459211]",4.0
176,Kith Cafe,Kith Cafe - Spottiswoode Park Road,1.277023,103.8370148,"[1.277023, 103.8370148]",4.4
177,Yata Store,Yata Store - Eon Shenton,1.273686841033438,103.8459999189784,"[1.273686841033438, 103.8459999189784]",5.0
178,Al Hudah Restaurant,Al Hudah Restaurant - Telok Blangah Crescent,1.2779946,103.8198531,"[1.2779946, 103.8198531]",4.5
179,Kream & Kensho,Kream & Kensho - 33 Kampong Bahru Road [Islandwide Delivery],1.2770163559800949,103.83634653404306,"[1.2770163559800949, 103.83634653404306]",5.0
180,Shell Select,Shell Select - Telok Blangah Road,1.2704627,103.8128667,"[1.2704627, 103.8128667]",4.5
181,Akbar 24 Hours Restaurant,Akbar 24 Hours Restaurant - Lim Teck Kim Road [Islandwide Delivery],1.273545344145944,103.8427564,"[1.273545344145944, 103.8427564]",3.9
182,Sakunthala's Restaurant,Sakunthala's Restaurant - Safra Clubhouse - Mount Faber,1.2774651,103.8176057,"[1.2774651, 103.8176057]",4.2
183,The Ice Cream Store,The Ice Cream Store - Telok Blangah Road,1.2704627,103.8128667,"[1.2704627, 103.8128667]",5.0
184,Canadian Pizza,Canadian Pizza - Kampong Bahru Road,1.2762709598548128,103.83552111017896,"[1.2762709598548128, 103.83552111017896]",4.2
185,Three Point Two Gelato & Coffee House,Three Point Two Gelato & Coffee House - Kampong Bahru Road,1.2761714,103.8355593,"[1.2761714, 103.8355593]",
186,Fu Lee Seafood,Fu Lee Seafood - Telok Blangah Drive,1.27168088,103.8099423,"[1.27168088, 103.8099423]",1.3
187,Buer Mala Xiang Guo,Buer Mala Xiang Guo - Jalan Bukit Merah,1.2777037,103.831180375,"[1.2777037, 103.831180375]",4.2
188,Outram Ya Hua Bak Kut Teh,Outram Ya Hua Bak Kut Teh - Tanjong Pagar Complex [Islandwide Delivery],1.2723528,103.84218427142858,"[1.2723528, 103.84218427142858]",4.5
189,Shi Wei Seafood,Shi Wei Seafood - Telok Blangah Street  32,1.2737879,103.80894500000002,"[1.2737879, 103.80894500000002]",4.1
190,Benkei  Traditional Chicken Rice,Benkei  Traditional Chicken Rice - Bukit Merah,1.2780583224207944,103.83083508129197,"[1.2780583224207944, 103.83083508129197]",4.5
191,Fong Hup,Fong Hup - Telok Blangah Drive,1.2716936,103.8098557,"[1.2716936, 103.8098557]",5.0
192,Az Zumar Restaurant,[CLOSED] Az Zumar Restaurant - Kampong Bahru Road ,1.2766612084233897,103.8359815107309,"[1.2766612084233897, 103.8359815107309]",3.3
193,Rice Ink,Rice Ink - Onze @ Tanjong Pagar,1.27469,103.84225319400788,"[1.27469, 103.84225319400788]",3.9
194,Cheng Ji Chicken Rice,Cheng Ji Chicken Rice - Telok Blangah Crescent,1.2770886,103.8191607,"[1.2770886, 103.8191607]",4.2
195,Charcoal Roasted Delights,Charcoal Roasted Delights - Telok Blangah,1.2717786570353695,103.80980826960928,"[1.2717786570353695, 103.80980826960928]",4.2
196,Curry Village Restaurant,Curry Village Restaurant - Lim Teck Kim Road,1.2735417,103.8425812025,"[1.2735417, 103.8425812025]",3.8
197,The Lokal,The Lokal - Neil Road [Islandwide Delivery],1.2783282,103.8409855,"[1.2783282, 103.8409855]",4.3
198,Everton Minimart,Everton Minimart - Everton Park[Islandwide Delivery],1.2768961666666667,103.83923008824787,"[1.2768961666666667, 103.83923008824787]",4.5
199,Gracious Naturals,Gracious Naturals - Telok Blangah Drive,1.271925059995849,103.8097435,"[1.271925059995849, 103.8097435]",5.0
200,Ming Kitchen Seafood 名厨煮炒,Ming Kitchen Seafood 名厨煮炒 - Telok Blangah Crescent,1.2771168,103.8191364,"[1.2771168, 103.8191364]",4.3
201,Mariners' Corner Restaurant,Mariners' Corner Restaurant - Maritime House,1.276647946532806,103.84059001852746,"[1.276647946532806, 103.84059001852746]",5.0
202,Yayoi Japanese Restaurant,YAYOI Japanese Restaurant - 100AM,1.27458425150175,103.84350366974218,"[1.27458425150175, 103.84350366974218]",4.5
203,Breadlink,Breadlink - Jalan Bukit Merah,1.2794887774816883,103.82742030508456,"[1.2794887774816883, 103.82742030508456]",4.7
204,Ding Ji,Ding Ji -  Membina Court,1.2821807,103.8255071,"[1.2821807, 103.8255071]",4.1
205,Ballad Of Anna May,Ballad Of Anna May - Craig Road,1.2781,103.84189,"[1.2781, 103.84189]",4.7
206,Plain Vanilla Bakery,Plain Vanilla Bakery - Neil Road [Islandwide Delivery],1.27711,103.83706,"[1.27711, 103.83706]",-1.0
207,Dimbulah Grains,Dimbulah CHOPPED Salads & Pasta - Anson House,1.2736432,103.84465131918326,"[1.2736432, 103.84465131918326]",4.2
208,Old Habits Boutique And Cafe,Old Habits Boutique And Cafe - Safra Mt Faber,1.2772713666666666,103.8174524,"[1.2772713666666666, 103.8174524]",4.5
209,Kajiken,Kajiken - Tras Link [Islandwide Delivery],1.2771961804472,103.8436091,"[1.2771961804472, 103.8436091]",4.6
210,U Mart,U Mart - Jalan Bukit Merah,1.2797029,103.82735,"[1.2797029, 103.82735]",4.8
211,Yu Jian Mala Xiang Guo 遇见麻辣香锅,Yu Jian Mala Xiang Guo 遇见麻辣香锅 - Telok Blangah Drive,1.2738785,103.81065111666666,"[1.2738785, 103.81065111666666]",3.8
212,Chao Yuan Gourmet,Chao Yuan Gourmet - Everton Park,1.276850475,103.8389194,"[1.276850475, 103.8389194]",3.8
213,Puteca Abate,Puteca Abate - The Working Capitol,1.2788029,103.84158748,"[1.2788029, 103.84158748]",5.0
214,Medic Drugstore,Medic Drugstore - Tanjong Pagar Plaza,1.2747783333333331,103.84271252,"[1.2747783333333331, 103.84271252]",4.8
215,Woobbee,Woobbee - Tanjong Pagar,1.2754156,103.84295571856998,"[1.2754156, 103.84295571856998]",4.6
216,Lickers,Lickers - Mount Faber Green,1.2780276,103.81855132,"[1.2780276, 103.81855132]",4.7
217,Pin Yi Ban Mian,Pin Yi Ban Mian - International Plaza,1.275726,103.845737,"[1.275726, 103.845737]",4.7
218,The Xiang Pavilion,The Xiang Pavilion - 100AM,1.2750795284771357,103.84352096185164,"[1.2750795284771357, 103.84352096185164]",4.7
219,Deen Indian Muslim Food,Deen Indian Muslim Food - Everton Park,1.2768633333333337,103.83898311869902,"[1.2768633333333337, 103.83898311869902]",4.4
220,Daily Price Fair,Daily Price Fair - Blangah Court,1.271686875,103.8095468,"[1.271686875, 103.8095468]",4.5
221,Hanguk Kitchen,Hanguk Kitchen - Tanjong Pagar Road,1.27757,103.84361,"[1.27757, 103.84361]",5.0
222,Oatberry Granola Kitchen,Oatberry Granola Kitchen - Telok Blangah Drive [Islandwide Delivery],1.2719319,103.8097742,"[1.2719319, 103.8097742]",4.6
223,The Butcher's Wife,The Butcher's Wife - Yong Siak View [Islandwide Delivery],1.2828053,103.8302269,"[1.2828053, 103.8302269]",4.4
224,Indian Muslim Stall,Indian Muslim Stall - Lower Delta Road,1.280949929968186,103.8233394854566,"[1.280949929968186, 103.8233394854566]",5.0
225,Ma Maison Kitchen,Ma Maison Kitchen - 100 AM,1.2745722984615384,103.84345835,"[1.2745722984615384, 103.84345835]",4.3
226,Rattana Thai Restaurant,Rattana Thai Restaurant - Tanjong Pagar Plaza,1.2749269861643973,103.84275041042858,"[1.2749269861643973, 103.84275041042858]",4.0
227,Petale Tea,Petale Tea - Kim Tian 119,1.2815695604706845,103.8276171115193,"[1.2815695604706845, 103.8276171115193]",4.9
228,YeShanghai Lok Lok and Teochew Porridge,YeShanghai Lok Lok and Teochew Porridge – Tiong Bahru Orchid [Islandwide Delivery],1.280085690970117,103.8248575,"[1.280085690970117, 103.8248575]",4.3
229,Wanton: Lucky Cup,Wanton: Lucky Cup - Tanjong Pagar Centre,1.2766044,103.8450326,"[1.2766044, 103.8450326]",4.2
230,Jewel 8 Thai Edition,Jewel 8 Thai Edition - Skysuites @ Anson,1.27422415,103.84395605,"[1.27422415, 103.84395605]",2.7
231,Menya Kokoro,Menya Kokoro - 100AM Mall [Islandwide Delivery],1.2745844,103.8434588,"[1.2745844, 103.8434588]",4.4
232,RC Western Grill,RC Western Grill - Tiong Bahru Food Centre,1.28142256,103.823135,"[1.28142256, 103.823135]",
233,Hummus Bar,BAR-CELONA,1.2784825,103.8427164,"[1.2784825, 103.8427164]",3.7
234,iTEA,iTEA - Tanjong Pagar,1.2752893078441991,103.8428607,"[1.2752893078441991, 103.8428607]",4.5
235,Happy Cup,Happy Cup - 100 AM,1.274611885,103.8434696,"[1.274611885, 103.8434696]",5.0
236,Belle,Belle-Ville Pancake Cafe - 100 AM,1.2746526,103.8434826888889,"[1.2746526, 103.8434826888889]",4.3
237,Mission Juice,Mission Juice - Icon Village,1.2755953,103.84463251059078,"[1.2755953, 103.84463251059078]",4.3
238,Saboten,Saboten - 100 AM,1.2746250636363636,103.8435213,"[1.2746250636363636, 103.8435213]",4.6
239,O.BBa Jjajang,O.BBa Jjajang - 77 Tanjong Pagar Road [Islandwide Delivery],1.277960872416358,103.84371133085688,"[1.277960872416358, 103.84371133085688]",4.6
240,Itadakimasu by PARCO - Mix & Match,Itadakimasu by PARCO - Mix & Match,1.274673440273162,103.84361020555264,"[1.274673440273162, 103.84361020555264]",4.4
241,Yomie's Rice x Yoghurt,Yomie's Rice x Yoghurt - Tanjong Pagar Plaza,1.2772074580245965,103.8430318,"[1.2772074580245965, 103.8430318]",4.5
242,Konjiki Hototogisu,Konjiki Hototogisu - 100AM,1.2747817026527153,103.84351247272728,"[1.2747817026527153, 103.84351247272728]",5.0
243,Flora Moments,Flora Moments - Tanjong Pagar Plaza,1.275445696668451,103.842906,"[1.275445696668451, 103.842906]",3.7
244,Menya Sanji Ramen,Menya Sanji Ramen - Tanjong Pagar,1.2768544,103.8436224,"[1.2768544, 103.8436224]",4.1
